"MessageID","Timestamp","Message","Subject","Sender","To","Cc","ThreadID","AttachmentNames"
"msg-00147","2025-06-05T12:01:05Z","Hi team, need FA terms on Zenith Bio Labs. WC policy, eff 2025-10-16, Trident Commercial. Premium breakdown: 139753 base, 12906 taxes, 124 carrier fee, 400 broker fee. Total 153183. 35% down = 53614, finance 99569 over 9 pays. MEP 15%. Thanks","Need finance terms - WC Zenith","oscar.vasquez@ridgebrokers.com","desk@premfinco.com","operations@ridgebrokers.com","thread-00083","Finance_Agreement_00147_1.xls"
"msg-00148","2025-06-05T14:09:40Z"," As per our call earlier, Hi team, policy renewing 2025-08-21. Frontier Energy Services E&S with Urban Axis. Expiring FA structure: 35% down, 10 installments. Renewal premium 154275, total 168481 with taxes/fees. MEP 15%. expiring policy, requote please. Thanks!, Taylor Martinez not sure See attached deckpages.","Renewal terms - E&S Frontier","taylor.martinez@ridgebrokers.com","desk@premfinco.com;service@premfinco.com;ops@premfinco.com","marketing@ridgebrokers.com;operations@ridgebrokers.com","thread-00083","DeckPages_00148_1.xlsx"
"msg-00149","2025-06-05T16:04:00Z","Hey team - renewal for Zenith Bio Labs PROP. Effective 2025-08-20, Meridian Excess. Expiring terms: 18% down, 12 pays. New total 347024 (prem 321821, tax 24752, fees 451). MEP 25%. Need updated FA. TY","Renewal FA - PROP Zenith","li.chen@ridgebrokers.com","quotes@premfinco.com;service@premfinco.com","marketing@ridgebrokers.com","thread-00084","UW_Notes_00149_1.pdf;Audit_00149_2.pdf"
"msg-00150","2025-06-05T16:50:37Z","Good morning, premium decreased, update terms. Forge Industrial E&S. limits changed, new total 277513. Breakdown: 266263 prem, 10684 tax, 366 fee, 200 broker. Down 10%, 6 pays, MEP 20%. Need revised FA. Best regards, Maria Santos","Updated finance - E&S Forge","maria.santos@ridgebrokers.com","ops@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com","thread-00085","TCF_Doc_00150_1.xlsx"
"msg-00151","2025-06-06T01:47:32Z","Hello team - need numbers on this placement. Canyon Outfitters E&S effective 2026-02-18. Numbers: 186213 prem + 9875 tax + 327 fee + 150 broker = 196565. Down 10%, 9 installments, MEP 10%. Much appreciated I guess","FA quote needed - E&S Canyon","emilia.ryan@ridgebrokers.com","desk@premfinco.com;renewals@premfinco.com","marketing@ridgebrokers.com","thread-00085","Invoice_00151_1.xls;Binder_00151_2.xlsx;InstallmentPlan_00151_3.pdf"
"msg-00152","2025-06-06T12:33:19Z","Afternoon, need FA terms on Harborview Construction. WC policy, eff 2025-09-30, Meridian Excess. Premium breakdown: 54719 base, 1142 taxes, 353 carrier fee, 350 broker fee. Total 56564. 18% down = 10181, finance 46383 over 9 pays. MEP 35%. Thanks in advance","Finance quote - WC Harborview","jordan.parks@ridgebrokers.com","desk@premfinco.com;underwriting@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com;compliance@ridgebrokers.com;accounting@ridgebrokers.com","thread-00085",""
"msg-00153","2025-06-06T13:20:24Z","Hello team, need FA terms on Copperline Foods CA policy, eff 2025-08-25, Summit Re. Premium breakdown: 272147 base, 22666 taxes, 335 carrier fee, 250 broker fee. Total 295398. 10% down = 29539, finance 265859 over 11 pays. MEP 35%. thx","FA quote needed - CA Copperline","elena.garcia@ridgebrokers.com","ops@premfinco.com","accounting@ridgebrokers.com","thread-00085","DeckPages_00153_1.pdf"
"msg-00154","2025-06-06T13:24:31Z","Hi team, Copperline Foods WC - pls run this through your system. Effective 2025-10-21. RiverPeak. Total 249231 (233106 + 15509 + 466 + 150). 30% down, 8 pays, MEP 35%. Best regards, Elena Garcia","FA quote needed - WC Copperline","elena.garcia@ridgebrokers.com","ops@premfinco.com;desk@premfinco.com;service@premfinco.com","compliance@ridgebrokers.com","thread-00086","Finance_Agreement_00154_1.docx;InstallmentPlan_00154_2.xls;Audit_00154_3.pdf"
"msg-00155","2025-06-06T15:10:00Z","Hi finance team - check if carrier accepts FA. Everett Logistics E&S effective 2026-01-05. Numbers: 154995 prem + 11801 tax + 127 fee + 400 broker = 167323. Down 30%, 12 installments, MEP 30%. Thanks much","FA request - E&S Everett","sophie.miller@ridgebrokers.com","service@premfinco.com","accounting@ridgebrokers.com","thread-00087","Reinstatement_00155_1.xlsx;UW_Notes_00155_2.pdf;LossRuns_00155_3.docx"
"msg-00156","2025-06-06T15:56:28Z"," As per our call earlier, Hi there, Apex Construction WC renewal. Effective 2026-02-20. Urban Axis. Expiring: 18% down, 7 pays. Renewal: 190051 prem, 9808 tax, 252 fee, 250 broker = 200361. MEP 10%. Need renewal FA. Thank you","Renewal FA - WC Apex","celine.ford@ridgebrokers.com","ops@premfinco.com;quotes@premfinco.com","operations@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00088","Endorsement_00156_1.docx;DownPaymentReceipt_00156_2.xlsx"
"msg-00157","2025-06-06T16:26:27Z","Hello PF team, Coastal Research Partners CA - can you provide FA terms?. Effective 2025-08-09. Southport Re. Total 25129 (22659 + 1827 + 343 + 300). 20% down, 10 pays, MEP 30%. Appreciate it, David Nguyen","Finance options - CA Coastal","david.nguyen@ridgebrokers.com","ops@premfinco.com;underwriting@premfinco.com;quotes@premfinco.com","accounting@ridgebrokers.com","thread-00089",""
"msg-00158","2025-06-06T18:39:49Z","Hi there, can you check if Bright Shore Marine WC is financeable? Effective 2025-12-25, carrier Southport Re. Total premium 203925 (prem 192181, tax 11554, fees 190). Looking for 10% down, 6 pays. MEP 30%. Regards, Li Chen","FA quote needed - WC Bright","li.chen@ridgebrokers.com","renewals@premfinco.com;underwriting@premfinco.com","marketing@ridgebrokers.com;operations@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00090","Finance_Agreement_00158_1.xls;BA_Quote_00158_2.xlsx"
"msg-00159","2025-06-06T18:45:30Z","Hi there, is this in market for financing? for Harborview Construction PROP. Effective 2025-12-30 with Beacon Lloyds. Premium 309247, taxes 29289, fees 195, broker fee 350. Total 339081. Client wants 10% down, 9 pays. MEP 25%. TY, Jordan Parks See attached reinstatement.","FA request - PROP Harborview","jordan.parks@ridgebrokers.com","desk@premfinco.com","accounting@ridgebrokers.com;service@ridgebrokers.com;operations@ridgebrokers.com","thread-00090","Reinstatement_00159_1.xlsx;Corrections_00159_2.docx;GL_Quote_00159_3.docx"
"msg-00160","2025-06-06T20:58:46Z","Morning - renewal for Harborview Construction BOP. Effective 2026-04-04, Urban Axis. Expiring terms: 18% down, 11 pays. New total 119367 (prem 113251, tax 5520, fees 596). MEP 15%. Need updated FA. thx! endorsement attached.","Renewal finance - BOP Harborview","sophie.miller@ridgebrokers.com","desk@premfinco.com","compliance@ridgebrokers.com;service@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00091","Endorsement_00160_1.docx"
"msg-00161","2025-06-06T23:26:43Z","Afternoon - pls calculate down payment options. Pioneer Transit BOP effective 2026-03-08. Numbers: 273336 prem + 21558 tax + 463 fee + 400 broker = 295757. Down 15%, 6 installments, MEP 30%. Thanks much","Need finance terms - BOP Pioneer","oscar.vasquez@ridgebrokers.com","underwriting@premfinco.com;ops@premfinco.com;quotes@premfinco.com","operations@ridgebrokers.com","thread-00092","Reinstatement_00161_1.docx"
"msg-00162","2025-06-07T00:19:20Z"," Replying to your earlier email. Hey team - Northwind Studio E&S mid-term cancellation. Original FA: 259049 financed, 18% down. Need RT calc. TY","Refund calc - E&S Northwind","oscar.vasquez@ridgebrokers.com","desk@premfinco.com","operations@ridgebrokers.com","thread-00093","MEP_Addendum_00162_1.docx;Corrections_00162_2.xls;LossRuns_00162_3.xls"
"msg-00163","2025-06-07T05:23:39Z","Good morning, can you check if this is financeable? for Titan Industries CA. Effective 2025-08-28 with Ironcrest Specialty. Premium 321353, taxes 25016, fees 70, broker fee 350. Total 346789. Client wants 30% down, 10 pays. MEP 10%. See attached binder. Regards, Ella Roberts","Finance quote - CA Titan","ella.roberts@ridgebrokers.com","ops@premfinco.com","teamlead@ridgebrokers.com;compliance@ridgebrokers.com","thread-00094","Commission_Statement_00163_1.xls;Schedule_00163_2.xls;Invoice_00163_3.docx"
"msg-00164","2025-06-07T08:11:30Z","Hi, need the signed agreement for Bright Shore Marine WC. Effective 2026-01-29, Summit Re. Thanks, Oscar Vasquez See installmentplan in attachment.","Doc follow-up - WC Bright","oscar.vasquez@ridgebrokers.com","desk@premfinco.com","accounting@ridgebrokers.com;marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00095","InstallmentPlan_00164_1.xlsx"
"msg-00165","2025-06-07T09:18:32Z","Hello team, can you check if Pioneer Transit PROP is financeable? Effective 2025-11-18, carrier Crestview Casualty. Total premium 332120 (prem 322339, tax 9461, fees 320). Looking for 35% down, 10 pays. MEP 20%. Thanks!, Elena Garcia","Finance options - PROP Pioneer","elena.garcia@ridgebrokers.com","ops@premfinco.com;service@premfinco.com;quotes@premfinco.com","marketing@ridgebrokers.com;service@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00095","Invoice_00165_1.xlsx"
"msg-00166","2025-06-07T10:58:01Z","Hi PF, need terms for this submission for Canyon Outfitters BOP. Effective 2026-02-25 with Atlantic Specialty. Premium 55487, taxes 4699, fees 170, broker fee 250. Total 60606. Client wants 10% down, 9 pays. MEP 10%. Regards, Raj Kumar","Finance options - BOP Canyon","raj.kumar@ridgebrokers.com","renewals@premfinco.com","accounting@ridgebrokers.com","thread-00095","Reinstatement_00166_1.pdf;BA_Quote_00166_2.docx;Invoice_00166_3.docx"
"msg-00167","2025-06-07T11:51:47Z","Hello - Ridge Manufacturing WC carrier revised premium, need new FA. New total 55987 (50477 + 4754 + 406 + 350). 30% down, 8 installments, MEP 30%. Please update teh FA. Appreciate it","Revised FA needed - WC Ridge","taylor.martinez@ridgebrokers.com","desk@premfinco.com","accounting@ridgebrokers.com;service@ridgebrokers.com;operations@ridgebrokers.com","thread-00095","RTG_Report_00167_1.docx;Reinstatement_00167_2.docx"
"msg-00168","2025-06-07T13:26:21Z","Hello, can you work up the numbers? for Titan Industries BOP. Effective 2026-04-06 with Ironcrest Specialty. Premium 227310, taxes 15085, fees 102, broker fee 200. Total 242697. Client wants 15% down, 9 pays. MEP 35%. See attached deck pages. Best regards, Ella Roberts","FA quote needed - BOP Titan","ella.roberts@ridgebrokers.com","underwriting@premfinco.com;desk@premfinco.com","operations@ridgebrokers.com","thread-00096",""
"msg-00169","2025-06-07T18:37:18Z","Good afternoon, need FA terms on Urban Frame Architects. BOP policy, eff 2026-04-03, Meridian Excess. Premium breakdown: 91950 base, 7724 taxes, 225 carrier fee, 300 broker fee. Total 100199. 30% down = 30059, finance 70140 over 10 pays. MEP 10%. Client asking if we can reduce down payment to 15% if possible. ","FA quote needed - BOP Urban","jordan.parks@ridgebrokers.com","desk@premfinco.com","teamlead@ridgebrokers.com","thread-00096","MEP_Addendum_00169_1.xls;RTG_Report_00169_2.docx"
"msg-00170","2025-06-08T04:03:23Z",", renewal coming, need numbers. Frontier Energy Services GL, Pacific Rim, effective 2025-08-04. Expiring FA had 11 pays at 18% down. New premium 116382, taxes 9140, fees 306, broker 350. Total 126178, MEP 15%. Can you mirror terms? Thanks in advance, Chris Anderson","Renewal FA - GL Frontier","chris.anderson@ridgebrokers.com","service@premfinco.com;ops@premfinco.com","operations@ridgebrokers.com;accounting@ridgebrokers.com","thread-00096","Endorsement_00170_1.pdf"
"msg-00171","2025-06-08T11:51:51Z","Good afternoon need FA terms on Prairie Medical Group. GL policy, eff 2026-02-05, Pacific Rim. Premium breakdown: 291632 base, 13011 taxes, 177 carrier fee, 350 broker fee. Total 305170. 15% down = 45775, finance 259395 over 6 pays. MEP 25%. Client asking if we can reduce down payment to 15% if possible. thx","FA request - GL Prairie","ella.roberts@ridgebrokers.com","ops@premfinco.com","accounting@ridgebrokers.com;operations@ridgebrokers.com;compliance@ridgebrokers.com","thread-00096",""
"msg-00172","2025-06-08T12:32:22Z","Hi -, need FA terms on Canyon Outfitters. GL policy, eff 2026-02-12, RiverPeak. Premium breakdown: 161039 base, 12213 taxes, 468 carrier fee, 200 broker fee. Total 173920. 15% down = 26088, finance 147832 over 7 pays. MEP 10%. Best","FA request - GL Canyon","raj.kumar@ridgebrokers.com","desk@premfinco.com","accounting@ridgebrokers.com;marketing@ridgebrokers.com","thread-00097",""
"msg-00173","2025-06-08T15:53:27Z","Afternoon - Everett Logistics WC audit credit, need updated FA. New total 44650 (42045 + 2141 + 114 + 350). 30% down, 6 installments, MEP 20%. Please update the FA. Much appreciated","Updated finance - WC Everett","ella.roberts@ridgebrokers.com","service@premfinco.com;renewals@premfinco.com;underwriting@premfinco.com","operations@ridgebrokers.com","thread-00098","UW_Notes_00173_1.xlsx"
"msg-00174","2025-06-08T17:08:47Z","Afternoon, policy renewing 2025-08-16. Northwind Studio CA with Ironcrest Specialty. Expiring FA structure: 10% down, 8 installments. Renewal premium 245074, total 258994 with taxes/fees. MEP 35%. renewal submission, can you price?. , David Nguyen","Renewal finance - CA Northwind","david.nguyen@ridgebrokers.com","renewals@premfinco.com","marketing@ridgebrokers.com;accounting@ridgebrokers.com","thread-00099","Corrections_00174_1.docx;UW_Notes_00174_2.docx"
"msg-00175","2025-06-08T18:03:28Z"," See below for original request. Hi finance team - Summit Storage E&S early termination. Original FA: 18727 financed, 15% down. Need RT calc. UW said RT should be calculated less fees. Thanks","Refund calc - E&S Summit","jordan.parks@ridgebrokers.com","ops@premfinco.com","operations@ridgebrokers.com;marketing@ridgebrokers.com","thread-00099","LossRuns_00175_1.docx;Binder_00175_2.xls"
"msg-00176","2025-06-08T18:13:12Z","Morning, Peak Distribution PROP renewal. Effective 2026-03-04. Granite Harbor. Expiring: 25% down, 8 pays. Renewal: 249553 prem, 21715 tax, 377 fee, 300 broker = 271945. MEP 20%. Need renewal FA. ","Renewal FA - PROP Peak","li.chen@ridgebrokers.com","ops@premfinco.com","compliance@ridgebrokers.com","thread-00099","Commission_Statement_00176_1.pdf;Endorsement_00176_2.xls"
"msg-00177","2025-06-08T18:51:17Z","Hi team, need FA terms on Harborview Construction. GL policy, eff 2026-02-11, Urban Axis. Premium breakdown: 130687 base, 8846 taxes, 161 carrier fee, 350 broker fee. Total 140044. 10% down = 14004, finance 126040 over 12 pays. MEP 15%. Regards","Finance quote - GL Harborview","andrew.lang@ridgebrokers.com","service@premfinco.com","operations@ridgebrokers.com;service@ridgebrokers.com;compliance@ridgebrokers.com","thread-00100","MEP_Addendum_00177_1.xlsx;UW_Notes_00177_2.docx"
"msg-00178","2025-06-08T20:10:05Z","Afternoon, didn't receive the FA for Metro Parcel Systems CA. Effective 2026-04-15, Summit Re. Best, Emilia Ryan","Need binder - CA Metro","emilia.ryan@ridgebrokers.com","service@premfinco.com;ops@premfinco.com;underwriting@premfinco.com","marketing@ridgebrokers.com;service@ridgebrokers.com;compliance@ridgebrokers.com","thread-00101","DownPaymentReceipt_00178_1.docx"
"msg-00179","2025-06-09T03:53:37Z","Hi finance team, Monarch Retail Holdings PROP - need financing breakdown. Effective 2025-10-16. Ironcrest Specialty. Total 270588 (256437 + 13649 + 352 + 150). 30% down, 10 pays, MEP 30%. Attached the submission package. Best regards, Keisha Brown","Need finance terms - PROP Monarch","keisha.brown@ridgebrokers.com","ops@premfinco.com","marketing@ridgebrokers.com;operations@ridgebrokers.com","thread-00102","MEP_Addendum_00179_1.docx"
"msg-00180","2025-06-09T04:12:28Z"," As per our call, Good morning, down payment changed, update FA. Harborview Construction WC. endorsement added, new total 142262. Breakdown: 138292 prem, 3266 tax, 404 fee, 300 broker. Down 10%, 7 pays, MEP 30%. Need revised FA. , Celine Ford","FA amendment - WC Harborview","celine.ford@ridgebrokers.com","ops@premfinco.com;renewals@premfinco.com;desk@premfinco.com","operations@ridgebrokers.com;compliance@ridgebrokers.com","thread-00102",""
"msg-00181","2025-06-09T06:39:17Z","Hey team - Nexus Logistics PROP, need the finance docs. Effective 2026-03-27. Thanks in advance","Doc follow-up - PROP Nexus","david.nguyen@ridgebrokers.com","underwriting@premfinco.com;desk@premfinco.com;service@premfinco.com","marketing@ridgebrokers.com","thread-00102","Binder_00181_1.xlsx;Invoice_00181_2.xls"
"msg-00182","2025-06-09T08:12:47Z","Hi team, policy renewing 2026-01-02. Everett Logistics E&S with Crestview Casualty. Expiring FA structure: 30% down, 6 installments. Renewal premium 316001, total 347301 with taxes/fees. MEP 15%. renewal coming up, need FA terms. Best, Li Chen","Renewal terms - E&S Everett","li.chen@ridgebrokers.com","quotes@premfinco.com","service@ridgebrokers.com;operations@ridgebrokers.com;accounting@ridgebrokers.com","thread-00102","RTG_Report_00182_1.xlsx"
"msg-00183","2025-06-09T09:07:37Z","Afternoon - Ridge Manufacturing WC endorsement applied, recalc please. New total 316978 (303037 + 13625 + 116 + 200). 18% down, 11 installments, MEP 20%. Please update the FA. Thank you","FA revision - WC Ridge","raj.kumar@ridgebrokers.com","desk@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com;operations@ridgebrokers.com","thread-00103",""
"msg-00184","2025-06-09T10:38:36Z","Hey, is this NTU or can we finance? for Frontier Energy Services BOP. Effective 2026-02-25 with Crestview Casualty. Premium 109792, taxes 3024, fees 211, broker fee 150. Total 113177. Client wants 15% down, 11 pays. MEP 25%. thx!, Chris Anderson","FA quote needed - BOP Frontier","chris.anderson@ridgebrokers.com","desk@premfinco.com;quotes@premfinco.com","service@ridgebrokers.com","thread-00103","Finance_Agreement_00184_1.xls;BA_Quote_00184_2.pdf"
"msg-00185","2025-06-09T11:31:58Z","Hello, need to audit came through, numbers different for Golden Basin Farms WC. New figures: 266571 total (243970 + 22179 + 272 + 150). Down 25%, 7 pays, MEP 10%. Need updated FA with new signature blocks. Best regards, Raj Kumar","Corrected FA - WC Golden","raj.kumar@ridgebrokers.com","quotes@premfinco.com;underwriting@premfinco.com;desk@premfinco.com","accounting@ridgebrokers.com","thread-00103","MEP_Addendum_00185_1.pdf"
"msg-00186","2025-06-09T12:59:50Z","Hi team, Silver Thread Textiles E&S - is this in market for financing?. Effective 2025-12-30. Granite Harbor. Total 369238 (343964 + 24901 + 273 + 100). 15% down, 7 pays, MEP 10%. Thanks!, Li Chen","FA request - E&S Silver","li.chen@ridgebrokers.com","ops@premfinco.com","accounting@ridgebrokers.com;service@ridgebrokers.com","thread-00103","Finance_Agreement_00186_1.xls"
"msg-00187","2025-06-09T17:38:32Z","Hello team - Forge Industrial E&S, missing the signed PFA. Effective 2025-12-18. Can you resend? Appreciate it","Doc follow-up - E&S Forge","jordan.parks@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com;service@premfinco.com","accounting@ridgebrokers.com","thread-00104","Reinstatement_00187_1.pdf;Schedule_00187_2.pdf;Invoice_00187_3.docx"
"msg-00188","2025-06-09T18:59:40Z","Hello, can you requote for renewal?. Atlas Fabrication CA, Meridian Excess, effective 2026-02-17. Expiring FA had 6 pays at 18% down. New premium 60523, taxes 4345, fees 499, broker 100. Total 65467, MEP 15%. Can you mirror terms? Also, we didn't receive the renewal binder - can you resend? Best, Elena Garcia","Renewal terms - CA Atlas","elena.garcia@ridgebrokers.com","underwriting@premfinco.com;desk@premfinco.com;service@premfinco.com","accounting@ridgebrokers.com","thread-00104","InstallmentPlan_00188_1.docx;Endorsement_00188_2.xls"
"msg-00189","2025-06-09T20:48:33Z"," Replying to your earlier email. , Northwind Studio WC renewal. Effective 2025-09-28. Pacific Rim. Expiring: 15% down, 11 pays. Renewal: 259703 prem, 13438 tax, 107 fee, 250 broker = 273498. MEP 30%. Need renewal FA. ","Renewal finance - WC Northwind","taylor.martinez@ridgebrokers.com","quotes@premfinco.com;service@premfinco.com","service@ridgebrokers.com;marketing@ridgebrokers.com;operations@ridgebrokers.com","thread-00104","Binder_00189_1.xlsx"
"msg-00190","2025-06-09T20:57:12Z"," As per our call, Good afternoon - Forge Industrial GL limits increased, need new FA. New total 296168 (272829 + 23083 + 106 + 150). 10% down, 11 installments, MEP 25%. Please update the FA. Much appreciated","Updated finance - GL Forge","david.nguyen@ridgebrokers.com","quotes@premfinco.com;renewals@premfinco.com;desk@premfinco.com","operations@ridgebrokers.com","thread-00105","MEP_Addendum_00190_1.xlsx"
"msg-00191","2025-06-09T22:29:11Z","Afternoon, policy renewing 2025-08-26. Titan Industries E&S with RiverPeak. Expiring FA structure: 18% down, 12 installments. Renewal premium 312374, total 334516 with taxes/fees. MEP 25%. expiring policy, can you requote finance?. UW said rates might change, so numbers could shift. Thanks much, Ella Roberts","Renewal FA - E&S Titan","ella.roberts@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com;underwriting@premfinco.com","marketing@ridgebrokers.com","thread-00105","Invoice_00191_1.xls"
"msg-00192","2025-06-09T23:01:23Z","Hello, need to audit credit, need updated FA for Ridge Manufacturing CA. New figures: 358944 total (331435 + 27034 + 275 + 200). Down 10%, 10 pays, MEP 25%. Need updated FA with new signature blocks. Thank you, David Nguyen","FA amendment - CA Ridge","david.nguyen@ridgebrokers.com","ops@premfinco.com;underwriting@premfinco.com","marketing@ridgebrokers.com","thread-00106","Worksheet_00192_1.docx"
"msg-00193","2025-06-09T23:03:59Z","Hi team - renewal for Summit Storage BOP. Effective 2025-10-30, Crestview Casualty. Expiring terms: 20% down, 7 pays. New total 301828 (prem 282334, tax 18648, fees 846). MEP 20%. Need updated FA. Thanks much","Renewal finance - BOP Summit","celine.ford@ridgebrokers.com","underwriting@premfinco.com","teamlead@ridgebrokers.com;marketing@ridgebrokers.com;operations@ridgebrokers.com","thread-00106","RT_Calc_00193_1.pdf"
"msg-00194","2025-06-10T02:05:28Z","Hi -, Forge Industrial E&S renewal. Effective 2025-10-15. Trident Commercial. Expiring: 10% down, 6 pays. Renewal: 216022 prem, 17943 tax, 316 fee, 200 broker = 234481. MEP 35%. Need renewal FA. Best regards","Renewal quote - E&S Forge","raj.kumar@ridgebrokers.com","desk@premfinco.com;underwriting@premfinco.com","teamlead@ridgebrokers.com;compliance@ridgebrokers.com","thread-00107","Invoice_00194_1.xlsx"
"msg-00195","2025-06-10T05:54:25Z"," Client wants to move forward, Afternoon, can you check if Forge Industrial WC is financeable? Effective 2025-08-07, carrier Granite Harbor. Total premium 313155 (prem 293093, tax 19611, fees 451). Looking for 30% down, 9 pays. MEP 20%. Thanks much, Maria Santos","Finance options - WC Forge","maria.santos@ridgebrokers.com","renewals@premfinco.com","operations@ridgebrokers.com","thread-00108","Worksheet_00195_1.xls"
"msg-00196","2025-06-10T09:35:42Z","Hello team, Metro Parcel Systems E&S renewal. Effective 2026-04-10. Sable Mutual. Expiring: 20% down, 11 pays. Renewal: 140915 prem, 8826 tax, 202 fee, 150 broker = 150093. MEP 15%. Need renewal FA. Appreciate your help","Renewal FA - E&S Metro","david.nguyen@ridgebrokers.com","service@premfinco.com;underwriting@premfinco.com","accounting@ridgebrokers.com;marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00109",""
"msg-00197","2025-06-10T09:50:18Z","Hey - pls run this through your system. Valley Tech Solutions WC effective 2025-11-10. Numbers: 162532 prem + 3874 tax + 83 fee + 100 broker = 166589. Down 25%, 8 installments, MEP 30%. Need this ASAP to bind. thx","Need finance terms - WC Valley","maria.santos@ridgebrokers.com","underwriting@premfinco.com","service@ridgebrokers.com","thread-00109","Invoice_00197_1.pdf;RTG_Report_00197_2.xls;TCF_Doc_00197_3.xls"
"msg-00198","2025-06-10T11:30:13Z","Morning - renewal for Metro Parcel Systems WC. Effective 2025-10-25, Beacon Lloyds. Expiring terms: 20% down, 11 pays. New total 73758 (prem 67495, tax 5879, fees 384). MEP 30%. Need updated FA. thx!","Renewal finance - WC Metro","taylor.martinez@ridgebrokers.com","quotes@premfinco.com;ops@premfinco.com;renewals@premfinco.com","operations@ridgebrokers.com;marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00109",""
"msg-00199","2025-06-10T12:55:28Z","Hi there, expiring policy, requote please. Coastal Research Partners PROP, Pacific Rim, effective 2025-12-06. Expiring FA had 7 pays at 18% down. New premium 75604, taxes 2085, fees 42, broker 300. Total 78031, MEP 10%. Can you mirror terms? , Ella Roberts","Renewal terms - PROP Coastal","ella.roberts@ridgebrokers.com","service@premfinco.com;underwriting@premfinco.com","accounting@ridgebrokers.com","thread-00109","Endorsement_00199_1.xlsx;InstallmentPlan_00199_2.docx"
"msg-00200","2025-06-11T01:45:29Z","Afternoon - How do you handle audits mid-term? Urban Frame Architects BOP, eff 2026-01-21. Best regards deckpages attached.","Need guidance - BOP Urban","maria.santos@ridgebrokers.com","ops@premfinco.com","accounting@ridgebrokers.com;teamlead@ridgebrokers.com;operations@ridgebrokers.com","thread-00110","DeckPages_00200_1.docx;DownPaymentReceipt_00200_2.docx;RTG_Report_00200_3.xls"
"msg-00201","2025-06-11T02:59:22Z",", endorsement added, need new terms. Peak Distribution PROP. carrier revised, total is 355135. Breakdown: 339649 prem, 15191 tax, 95 fee, 200 broker. Down 10%, 6 pays, MEP 20%. Need revised FA. Much appreciated, Taylor Martinez","Revised FA needed - PROP Peak","taylor.martinez@ridgebrokers.com","underwriting@premfinco.com","accounting@ridgebrokers.com","thread-00110","DownPaymentReceipt_00201_1.pdf;GL_Quote_00201_2.docx"
"msg-00202","2025-06-11T03:43:00Z","Good afternoon, pls run this through your system for Pioneer Transit WC. Effective 2025-10-14 with Granite Harbor. Premium 329613, taxes 8170, fees 341, broker fee 300. Total 338424. Client wants 20% down, 11 pays. MEP 15%. See attached binder. Appreciate it, Li Chen Attached deckpages for reference.","Need finance terms - WC Pioneer","li.chen@ridgebrokers.com","quotes@premfinco.com","service@ridgebrokers.com","thread-00111","DeckPages_00202_1.xls;LossRuns_00202_2.pdf;GL_Quote_00202_3.xls"
"msg-00203","2025-06-11T03:43:52Z","Hi finance team, policy renewing 2025-12-12. Nexus Logistics GL with Pacific Rim. Expiring FA structure: 25% down, 7 installments. Renewal premium 156466, total 162891 with taxes/fees. MEP 35%. expiring soon, need FA renewal. , Taylor Martinez","Renewal finance - GL Nexus","taylor.martinez@ridgebrokers.com","quotes@premfinco.com;underwriting@premfinco.com;service@premfinco.com","accounting@ridgebrokers.com","thread-00111","Binder_00203_1.xlsx;Invoice_00203_2.xlsx"
"msg-00204","2025-06-11T08:29:03Z",", Bright Shore Marine GL - carrier revised premium, need new FA Effective 2025-08-03. Revised total 100184 (prem 93468, tax 5863, carrier 453, broker 400). 30% down, 9 installments. MEP 15%. Please revise the finance agreement. Thanks in advance","FA revision - GL Bright","chris.anderson@ridgebrokers.com","underwriting@premfinco.com","compliance@ridgebrokers.com;service@ridgebrokers.com","thread-00111","Commission_Statement_00204_1.docx;Reinstatement_00204_2.docx"
"msg-00205","2025-06-11T12:20:22Z","Hello team - can you check if this is financeable?. Silver Thread Textiles E&S effective 2025-09-26. Numbers: 98568 prem + 2208 tax + 90 fee + 200 broker = 101066. Down 30%, 6 installments, MEP 35%. Thanks!","Finance quote - E&S Silver","keisha.brown@ridgebrokers.com","desk@premfinco.com;underwriting@premfinco.com;ops@premfinco.com","marketing@ridgebrokers.com;teamlead@ridgebrokers.com","thread-00111","Invoice_00205_1.docx"
"msg-00206","2025-06-11T15:46:43Z","Afternoon, Titan Industries PROP renewal. Effective 2026-01-29. Meridian Excess. Expiring: 18% down, 12 pays. Renewal: 236287 prem, 15742 tax, 277 fee, 150 broker = 252456. MEP 10%. Need renewal FA. Appreciate it","Renewal terms - PROP Titan","elena.garcia@ridgebrokers.com","renewals@premfinco.com;quotes@premfinco.com;ops@premfinco.com","marketing@ridgebrokers.com;compliance@ridgebrokers.com;service@ridgebrokers.com","thread-00112","InstallmentPlan_00206_1.docx"
